NREGION,NPROVINCE,NDISTRICT,NVILL_SECT,NCOMMUNE,NOM,Name of HF as it appears in the HF-level data base ,remarks,POINT_X,POINT_Y,Statut
HAUTS-BASSINS,KENEDOUGOU,ORODARA,KANANA,N'DOROLA,CSPS DE SILOROLA,CSPS SILOROLA,,-4.957333333,11.69766667,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,ORODARA,ORODARA,CMA DE ORODARA,CMA ORODARA,,-4.922472222,10.98072222,3
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SECTEUR 2,ORODARA,CSPS CENTRAL,CSPS CENTRAL,,-4.922472222,10.98072222,52
HAUTS-BASSINS,KENEDOUGOU,ORODARA,DIERI,ORODARA,CSPS DE DIERI,CSPS DIERI,,-5.00925,10.99141667,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,MAHON,ORODARA,CSPS DE MAHON,CSPS MAHON,,-5.22925,11.04872222,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,N'GORLANI,ORODARA,CSPS DE N'GORLANI,CSPS N'GORLANI,,-5.119083333,11.48738889,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,TIN,ORODARA,CSPS DE TIN,CSPS TIN,,-4.949638889,11.08622222,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SECTEUR 5,ORODARA,CSPS URBAIN,CMA ORODARA,,-4.905416667,10.98375,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SAMOGOHIRI,SAMOGOHIRI,CSPS DE SAMOGOHIRI,CSPS SAMOGOHIRI,,-5.116694444,10.93105556,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,KONGOLI-KORO,SAMOROGOUAN,CSPS DE KONGOLI-KORO,CSPS KONGOLIKORO,,-4.962666667,11.599,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SIKORLA,SAMOROGOUAN,CSPS DE SIKORLA,CSPS SIKORLA,,-4.802888889,11.40516667,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SAMOROGOUAN,SAMOROGOUAN,CSPS SAMOROGOUAN,CSPS SAMOROGOUAN,,-4.938611111,11.39183333,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,BLENI,SINDO,CSPS DE BLENI,CSPS BLENI,,-5.052833333,11.56555556,51
HAUTS-BASSINS,KENEDOUGOU,ORODARA,SINDO,SINDO,CSPS DE SINDO,CSPS SINDO (DS ORODARA),,-5.187444444,11.54455556,51
HAUTS-BASSINS,TUY,HOUNDE,BEREBA,BEREBA,CSPS DE BEREBA,CSPS BEREBA,,-3.688138889,11.62258333,51
HAUTS-BASSINS,TUY,HOUNDE,MARO,BEREBA,CSPS DE MARO,CSPS DE MARO ,,-3.804305556,11.53408333,51
HAUTS-BASSINS,TUY,HOUNDE,WAKUY,BEREBA,CSPS DE WAKUY,CSPS WAKUY,,-3.638444444,11.67441667,51
HAUTS-BASSINS,TUY,HOUNDE,BONI,BONI,CSPS DE BONI,CSPS BONI,,-3.395027778,11.55005556,51
HAUTS-BASSINS,TUY,HOUNDE,FOUNZAN,FOUNZAN,CSPS DE FOUZAN,CSPS FOUNZAN,,-3.228333333,11.44647222,51
HAUTS-BASSINS,TUY,HOUNDE,KOULOHO,FOUNZAN,CSPS DE KOULOHO,CSPS KOULOHO,,-3.152444444,11.46269444,51
HAUTS-BASSINS,TUY,HOUNDE,KOVIO,FOUNZAN,CSPS DE KOVIO,CSPS KOVIO,,-3.308194444,11.408,51
HAUTS-BASSINS,TUY,HOUNDE,NAHI,FOUNZAN,CSPS DE NAHI,CSPS NAHI,,-3.261666667,11.29666667,51
HAUTS-BASSINS,TUY,HOUNDE,3,HOUNDE,CMA DE HOUNDE,CMA HOUNDE,,-3.525527778,11.494,3
HAUTS-BASSINS,TUY,HOUNDE,BOHOKARI,HOUNDE,CSPS DE BOHOKARI,CSPS BOUAHOUN,,-3.849722222,11.39058333,51
HAUTS-BASSINS,TUY,HOUNDE,BOUAHOUN,HOUNDE,CSPS DE BOUAHOUN,CSPS BOUAHOUN,,-3.767666667,11.4845,51
HAUTS-BASSINS,TUY,HOUNDE,BOUERE,HOUNDE,CSPS DE BOUERE,CSPS BOUERE,,-3.686527778,11.49661111,51
HAUTS-BASSINS,TUY,HOUNDE,DOHOUN,HOUNDE,CSPS DE DOHOUN,CSPS DOHOUN,,-3.602916667,11.55005556,51
HAUTS-BASSINS,TUY,HOUNDE,SECTEUR 1,HOUNDE,CSPS DE KARABA,CSPS KARABA,,-3.538972222,11.53472222,51
HAUTS-BASSINS,TUY,HOUNDE,KARI,HOUNDE,CSPS DE KARI,CSPS DE KARI ,,-3.611666667,11.37997222,51
HAUTS-BASSINS,TUY,HOUNDE,KIERE,HOUNDE,CSPS DE KIERE,CSPS KIERE,,-3.481888889,11.66447222,51
HAUTS-BASSINS,TUY,HOUNDE,HOUNDE,HOUNDE,CSPS URBAIN DE HOUNDE,CMA HOUNDE,,-3.529888889,11.46494444,51
HAUTS-BASSINS,TUY,HOUNDE,FAFO,KOTI,CSPS DE FAFO,CSPS DE FAFO ,,-3.02275,11.326,51
HAUTS-BASSINS,TUY,HOUNDE,INDINI,KOTI,CSPS DE INDINI,CSPS INDINI,,-2.924111111,11.42808333,51
HAUTS-BASSINS,TUY,HOUNDE,KOTI,KOTI,CSPS DE KOTI,CSPS KOTI,,-3.057583333,11.39466667,51
HAUTS-BASSINS,TUY,HOUNDE,GOMBELEDOUGOU,KOUMBIA,CSPS DE GOMBELEDOUGOU,CSPS GOMBELEDOUGOU,,-3.561916667,11.18558333,51
HAUTS-BASSINS,TUY,HOUNDE,KOUMBIA,KOUMBIA,CSPS DE KOUMBIA,CSPS KOUMBIA,,-3.701361111,11.23338889,4
HAUTS-BASSINS,TUY,HOUNDE,PE,KOUMBIA,CSPS DE PE,CSPS  PÊ ,,-3.5325,11.29791667,51
HAUTS-BASSINS,TUY,HOUNDE,SEBEDOUGOU,KOUMBIA,CSPS DE SEBEDOUGOU,CSPS SEBEDOUGOU,,-3.612083333,11.26766667,51
HAUTS-BASSINS,TUY,HOUNDE,DOUGOUMATO 2,KOUMBIA,DOUGOUMATO 2,CSPS DOUGOUMATO  2,,-3.8095,11.21125,51
HAUTS-BASSINS,,ORODARA,BADARA,KOURINION,CSPS DE BADARA,CSPS DE PINDIE-BADARA ,,-4.679,11.07830556,51
NORD,KOROUM,TITAO,HITTE,OUINDIGUI,CSPS DE HITTE,CSPS HITTÈ,,-1.848861111,13.76588889,51
NORD,LOROUM,TITAO,OUINDIGUI,OUINDIGUI,CSPS DE OUINDIGUI,CSPS OUINDIGUI,,-1.963777778,13.67858333,51
NORD,LOROUM,TITAO,ROUNGA,OUINDIGUI,CSPS DE ROUNGA,CSPS ROUNGA,,-1.888611111,13.68280556,51
NORD,LOROUM,TITAO,TOLLO,OUINDIGUI,CSPS DE TOLLO,CSPS TOLLO,,-1.964888889,13.74063889,51
NORD,LOROUM,TITAO,INGANE,TITAO,CSPS DE INGANE,CSPS INGANÉ,,-2.226083333,13.95386111,51
NORD,LOROUM,TITAO,NOOGO,TITAO,CSPS DE NOOGO,CSPS NOOGO,,-2.198583333,13.83827778,51
NORD,LOROUM,TITAO,RAMBO,TITAO,CSPS DE RAMBO,CSPS RAMBO,,-2.114222222,13.61055556,51
NORD,LOROUM,TITAO,SALLA,TITAO,CSPS DE SALLA,CSPS SALLA,,-2.101694444,13.78694444,51
NORD,LOROUM,TITAO,SILLIA,TITAO,CSPS DE SILLA,CSPS SILLA,,-2.141083333,13.78427778,51
NORD,LOROUM,TITAO,TOULFE,TITAO,CSPS DE TOULFE,CSPS TOULFÈ,,-1.950166667,13.88288889,51
NORD,LOROUM,TITAO,YOU,TITAO,CSPS DE YOU,CSPS YOU,,-2.145527778,13.70602778,51
NORD,LORUM,TITAO,BANH,BANH,CSPS DE BANH,CSPS BANH,,-2.456055556,14.07605556,51
NORD,LORUM,TITAO,NONGODOUM,BANH,CSPS DE NONGODOUM,CSPS NONGODOUM,,-2.520388889,14.14961111,51
NORD,LORUM,TITAO,DOUGOURI,TITAO,CSPS DE DOUGOURI,CSPS DOUGOURI,,-2.057611111,13.71222222,51
NORD,LORUM,TITAO,5,TITAO,CSPS DE RIMASSA,CSPS RIMASSA,,-2.0515,13.83505556,51
NORD,LORUM,TITAO,SECTEUR 01,TITAO,CSPS DE SELBONGA,CSPS SELBONGA,,-2.020888889,13.75236111,51
NORD,LOUROUM,TITAO,BOUNA,OUNDIGUI,CSPS DE BOUNA,CSPS BOUNA,,-0.151027778,13.62894444,51
NORD,PASSORE,YAKO,ARBOLE,ARBOLE,CSPS DE ARBOLE,CSPS ARBOLLÉ,,-2.032583333,12.8495,4
NORD,PASSORE,YAKO,BOULKON,ARBOLE,CSPS DE BOULKON,CSPS BOULKON,,-1.964861111,12.93175,51
NORD,PASSORE,YAKO,KABA,ARBOLE,CSPS DE KABA,CSPS KABA,,-2.058361111,12.72291667,51
NORD,PASSORE,YAKO,NAMASSA,ARBOLE,CSPS DE NAMASSA,CSPS NAMASSA,,-2.079111111,12.91838889,51
NORD,PASSORE,YAKO,OUISSIGA,ARBOLE,CSPS DE OUISSIGA,CSPS OUISSIGA,,-1.909805556,12.8365,51
NORD,PASSORE,YAKO,ZONGBEGA,ARBOLE,CSPS DE ZONGBEGA,CSPS ZONGBEGA,,-2.105472222,12.86180556,51
NORD,PASSORE,YAKO,BAGARE,BAGARE,CSPS DE BAGARE,CSPS BAGARE,,-2.598222222,12.91530556,51
NORD,PASSORE,YAKO,BOKIN,BOKIN,CSPS DE BONKIN,CSPS BOKIN,,-1.794027778,13.00894444,4
NORD,PASSORE,YAKO,GUIPA,BOKIN,CSPS DE GUIPA,CSPS GUIPA,,-1.721111111,12.99247222,51
NORD,PASSORE,YAKO,SARMA,BOKIN,CSPS DE SARMA,CSPS SARMA,,-1.686611111,12.99952778,51
NORD,PASSORE,YAKO,SEGUEDIN,BOKIN,CSPS DE SEGUEDIN,CSPS SEGUEDIN,,-1.802055556,12.97380556,51
NORD,PASSORE,YAKO,TANGAND TANGA,BOKIN,CSPS DE TANGAND TANGA,CSPS TANGANG TANGA,,-1.874944444,13.06594444,51
NORD,PASSORE,YAKO,TEMA,BOKIN,CSPS DE TEMA,CSPS TEMA,,-1.7665,13.04297222,61
NORD,PASSORE,YAKO,YAKE,BOKIN,CSPS DE YAKE,CSPS YAKE,,-1.711777778,12.95175,51
NORD,PASSORE,YAKO,DOUROU,DOUROU,CSPS DE DOUROU,CSPS DOUROU,,-2.054083333,12.994,51
NORD,PASSORE,YAKO,GOMPONSOM,GOMPONSOM,CSPS DE GOMPONSOM,CSPS GOMPONSOM,,-2.180972222,13.01927778,4
NORD,PASSORE,YAKO,NIOGNOGO,GOMPONSOM,CSPS DE NIOGNOGO,CSPS NIOGNOGO,,-2.101638889,12.98480556,51
NORD,PASSORE,YAKO,KAPON,KIRSI,CSPS DE KAPON,CSPS KAPON,,-1.994833333,12.96466667,51
NORD,PASSORE,YAKO,KIRSI,KIRSI,CSPS DE KIRSI,CSPS KIRSI,,-1.930194444,13.04105556,51
NORD,PASSORE,YAKO,TAMPOUY,KIRSI,CSPS DE TAMPOUY,CSPS TAMPOUY,,-2.334805556,13.00969444,51
NORD,PASSORE,YAKO,YALGATENGA,KIRSI,CSPS DE YALGATENGA,CSPS YALGATENGA,,-1.904444444,12.95125,51
NORD,PASSORE,YAKO,KALANTOGO,LATODIN,CSPS DE KALANTOGO,CSPS KALAMTOGO,,-2.516583333,12.84761111,51
NORD,PASSORE,YAKO,LATODEN,LATODIN,CSPS DE LATODIN,CSPS LATODEN,,-2.460777778,12.90072222,4
NORD,PASSORE,YAKO,LOUNGO,LATODIN,CSPS DE LOUNGO,CSPS LOUNGO,,-2.422277778,12.87947222,51
NORD,PASSORE,YAKO,MINISSIA,LATODIN,CSPS DE MINISSIA,CSPS MINISSIA,,-2.417388889,12.79819444,51
NORD,PASSORE,YAKO,ZOUGO,LATODIN,CSPS DE ZONGO,CSPS ZONGO,,-2.6205,12.79405556,51
NORD,PASSORE,YAKO,KONAN,PILIMPIKOU,CSPS DE KONAN,CSPS KONAN,,-2.242527778,12.77208333,51
NORD,PASSORE,YAKO,PILUIMPIKOU,PILIMPIKOU,CSPS DE PILUIMPIKOU,CSPS PILIMPIKOU,,-2.259972222,12.70669444,51
NORD,PASSORE,YAKO,RAKOUNGA,PILIMPIKOU,CSPS DE RAKOUNGA,CSPS RAKOUNGA,,-2.1975,12.74316667,51
NORD,PASSORE,YAKO,BOURE,SAMBA,CSPS DE BOURE,CSPS BOURE,,-2.325916667,12.72513889,51
NORD,PASSORE,YAKO,SAMBA DEPARTEMENT,SAMBA,CSPS DE SAMBA,CSPS SAMBA,,-2.380833333,12.66913889,4
NORD,PASSORE,YAKO,THEBO,SAMBA,CSPS DE THEBO,CSPS THEBO,,-2.436472222,12.63441667,51
NORD,PASSORE,YAKO,TOESSIN,SAMBA,CSPS DE TOESSIN,CSPS TOESSIN (DS YAKO),,-2.384166667,12.74108333,51
NORD,PASSORE,YAKO,SECTEUR 2,YAKO,CMA DE YAKO,CMA YAKO,,-2.267638889,12.96566667,3
NORD,PASSORE,YAKO,SAMBA,YAKO,CSPE DE PETIT SAMBA,CSPS PETIT SAMBA,,-2.286777778,13.02638889,51
NORD,PASSORE,YAKO,BOUBOULOU,YAKO,CSPS DE BOUBOULOU,CSPS BOUBOULOU,,-2.203722222,12.86044444,51
NORD,PASSORE,YAKO,BOULMA,YAKO,CSPS DE BOULMA,CSPS BOULMA,,-2.133416667,12.95280556,51
NORD,PASSORE,YAKO,BOURIA,YAKO,CSPS DE BOURIA,CSPS BOURIA,,-2.180555556,12.81855556,51
NORD,PASSORE,YAKO,LANTAGA,YAKO,CSPS DE LANTAGA,CSPS LANTAGA,,-2.185166667,12.76869231,51
NORD,PASSORE,YAKO,PELEGTANGA,YAKO,CSPS DE PELEGTANGA,CSPS PELEGTENGA,,-2.185888889,12.90308333,51
NORD,PASSORE,YAKO,ROUMTENGA,YAKO,CSPS DE ROUMTENGA,CSPS ROUMTENGA,,-2.338611111,12.89758333,51
NORD,PASSORE,YAKO,SONG NABA,YAKO,CSPS DE SONG NABA,CSPS SONG-NABA,,-2.341444444,12.95211111,51
NORD,PASSORE,YAKO,TIBIN,YAKO,CSPS DE TIBIN,CSPS TIBIN,,-1.246222222,12.62111111,51
NORD,PASSORE,YAKO,TINDILA,YAKO,CSPS DE TINDILA,CSPS TINDILA,,-2.2675,12.8115,51
NORD,PASSORE,YAKO,ZOUGOUNGA,YAKO,CSPS DE ZOUGOUNGA,CSPS ZOUGOUNGOU,,-2.210138889,13.04808333,51
NORD,PASSORE,YAKO,SECTEUR 4,YAKO,CSPS DU SECTEUR 4 DE YAKO,CSPS SECTEUR 4,,-2.259638889,12.95311111,61
NORD,PASSORE,YAKO,SECTEUR 5,YAKO,CSPS DU SECTEUR 5,CSPS SECTEUR 5,,-2.24875,12.97258333,51
NORD,PASSORE,YAKO,SECTEUR 6,YAKO,CSPS DU SECTEUR 6,CSPS SECTEUR 6 YAKO,,-2.240222222,12.9595,51
NORD,TITAO,TITAO,SEGUE,TITAO,CSPS DE SEGUE,CSPS SEGUE,,-2.305083333,14.10630556,51
NORD,YATENGA,OUAHIGOUYA,BARGA,BARGA,CSPS DE BARGA,CSPS BARGA,,-2.267888889,13.79855556,51
NORD,YATENGA,OUAHIGOUYA,VILLAGE DE DINGUIRI,BARGA,CSPS DE DINGUIRI,CSPS DINGUIRI,,-2.363722222,13.76841667,51
NORD,YATENGA,OUAHIGOUYA,MENE,BARGA,CSPS DE MENE,CSPS MENE (DS OUAHIGOUYA),,-2.322694444,13.85852778,51
NORD,YATENGA,OUAHIGOUYA,VILLAGE DE SABOUNA,BARGA,CSPS DE SABOUNA,CSPS SABOUNA,,-2.326527778,13.78730556,51
NORD,YATENGA,OUAHIGOUYA,KAIN,KAIN,CSPS DE KAIN,CSPS KAIN,,-2.762638889,14.04291667,51
NORD,YATENGA,OUAHIGOUYA,AMNE SAABA,KOUMBRI,CSPS DE AMNE SAABA,CSPS AMNE SAABA,,-2.545777778,13.976,51
NORD,YATENGA,OUAHIGOUYA,BIDI,KOUMBRI,CSPS DE BIDI,,missing?,-2.495083333,13.917,51
NORD,YATENGA,OUAHIGOUYA,DESSE,KOUMBRI,CSPS DE DESSE,CSPS DESSE,,-2.435166667,13.98319444,51
NORD,YATENGA,OUAHIGOUYA,KOUMBRI,KOUMBRI,CSPS DE KOUMBRI,CSPS KOUMBRI,,-2.413222222,13.84486111,51
NORD,YATENGA,OUAHIGOUYA,NINIGUI,KOUMBRI,CSPS DE NINIGUI,CSPS NINIGUI,,-2.363333333,13.88502778,51
NORD,YATENGA,OUAHIGOUYA,POGORO,KOUMBRI,CSPS DE POGORO,CSPS POGORO,,-2.425277778,13.75522222,61
NORD,YATENGA,OUAHIGOUYA,RIM,KOUMBRI,CSPS DE RIM,CSPS RIM,,-2.521527778,13.71580556,51
NORD,YATENGA,OUAHIGOUYA,RONGA,KOUMBRI,CSPS DE RONGA,CSPS RONGA,,-2.396527778,13.73013889,51
NORD,YATENGA,OUAHIGOUYA,SOUROU,KOUMBRI,CSPS DE SOULOU,CSPS SOULOU,,-2.471472222,13.76316667,51
NORD,YATENGA,OUAHIGOUYA,KONOGA,NAMISSIGUIMA,CSPS DE KONONGA,DISPENSAIRE KONONGA,,-2.317861111,13.61080556,61
NORD,YATENGA,OUAHIGOUYA,KOUMBANE,NAMISSIGUIMA,CSPS DE KOUMBANE,CSPS KOUMBANE,,-2.225583333,13.70797222,51
NORD,YATENGA,OUAHIGOUYA,MOGOMBOLI,NAMISSIGUIMA,CSPS DE MOGOMBOLI,CSPS MOGOMBOULI,,-2.167861111,13.55369444,51
NORD,YATENGA,OUAHIGOUYA,NAMISSIGUIMA,NAMISSIGUIMA,CSPS DE NAMISSIGUIMA,CSPS NAMISSIGUIMA ,,-2.217944444,13.60705556,51
NORD,YATENGA,OUAHIGOUYA,TOUGOU,NAMISSIGUIMA,CSPS DE TOUGOU,CSPS TOUGOU,,-2.255527778,13.67663889,51
NORD,YATENGA,OUAHIGOUYA,N_ 1,OUAHIGOUYA,CHR DE OUAHIGOUYA,,missing?,-2.412833333,13.57788889,2
NORD,YATENGA,OUAHIGOUYA,AOREMA,OUAHIGOUYA,CSPS DE AOREMA,CSPS AOREMA,,-2.343666667,13.67533333,51
NORD,YATENGA,OUAHIGOUYA,BEMBELA,OUAHIGOUYA,CSPS DE BEMBELA,DISPENSAIRE BEMBLA,,-2.485805556,13.557,51
NORD,YATENGA,OUAHIGOUYA,SECTEUR 7,OUAHIGOUYA,CSPS DE BINGO,CSPS BINGO,,-2.41625,13.58163889,51
NORD,YATENGA,OUAHIGOUYA,VILLAGE DE BISSIGHIN,OUAHIGOUYA,CSPS DE BISSIGHIN,CSPS BISSIGHIN,,-2.475694444,13.59038889,51
NORD,YATENGA,OUAHIGOUYA,BOGOYA,OUAHIGOUYA,CSPS DE BOGOYA,CSPS BOGOYA,,-2.422361111,13.63558333,51
NORD,YATENGA,OUAHIGOUYA,GODOLGO,OUAHIGOUYA,CSPS DE GONDOLGO,CSPS GONDOLGO,,-2.441805556,13.55011111,51
NORD,YATENGA,OUAHIGOUYA,SECTEUR 4,OUAHIGOUYA,CSPS DE KAPALIN,CM KAPALIN,,-2.427416667,13.58047222,51
NORD,YATENGA,OUAHIGOUYA,SECTEUR 6,OUAHIGOUYA,CSPS DE NAABA TIGRE,CSPS NABA TIGRE,,-2.421055556,13.585,51
NORD,YATENGA,OUAHIGOUYA,RIKOU,OUAHIGOUYA,CSPS DE RIKOU,CSPS RIKOU,,-2.361861111,13.63275,51
NORD,YATENGA,OUAHIGOUYA,ROBA,OUAHIGOUYA,CSPS DE ROBA,CSPS ROBA,,-2.491861111,13.66261111,51
NORD,YATENGA,OUAHIGOUYA,,OUAHIGOUYA,CSPS DE SISSAMBA,CSPS SISSAMBA,,-2.464527778,13.50091667,51
NORD,YATENGA,OUAHIGOUYA,SOMIAGA,OUAHIGOUYA,CSPS DE SOMIAGA,CSPS SOMIAGA,,-2.40875,13.50241667,51
NORD,YATENGA,OUAHIGOUYA,TOUGZAGUE,OUAHIGOUYA,CSPS DE TOUGZAGUE,CSPS TOUGZAGUÉ,,-2.464527778,13.56225,51
NORD,YATENGA,OUAHIGOUYA,YOUBA,OUAHIGOUYA,CSPS DE YOUBA,CSPS YOUBA,,-2.365333333,13.66736111,51
NORD,YATENGA,OUAHIGOUYA,SECTEUR 1,OUAHIGOUYA,DISPENSAIRE LAZARET,CM LAZARET,,-2.401777778,13.56777778,4
NORD,YATENGA,OUAHIGOUYA,SECTEUR 14,OUAHIGOUYA,MATERNITE DE SIGOUVOUSSE,CMA SÉGUÉNÉGA,,-2.439833333,13.59733333,62
NORD,YATENGA,OUAHIGOUYA,SECTEUR N_01,OUAHIGOUYA,MATERNITE DE SOULY,CSPS SOULOU,,-2.399222222,13.563,71
NORD,YATENGA,OUAHIGOUYA,SECTEUR 05,OUAHIGOUYA,MATERNITE DU SECTEUR 05,MATERNITÉ SECTEUR 5 OHG,,-2.429472222,13.58711111,71
NORD,YATENGA,OUAHIGOUYA,BOUGOURE,OULA,CSPS DE BOUGOURE,DISPENSAIRE BOUGOURÉ,,-2.262888889,13.40302778,51
NORD,YATENGA,OUAHIGOUYA,BOURSOUMA,OULA,CSPS DE BOURSOUMA,CSPS BOURSOUMA,,-2.365083333,13.49952778,51
NORD,YATENGA,OUAHIGOUYA,KAO,OULA,CSPS DE KAO,DISPENSAIRE  KAO,,-2.396972222,13.50086111,51
NORD,YATENGA,OUAHIGOUYA,NONGFAIRE,OULA,CSPS DE NONGFAIRE,CSPS NONGFAIRÉ (DS OUAHIGOUYA),,-2.163583333,13.47963889,51
NORD,YATENGA,OUAHIGOUYA,OULA,OULA,CSPS DE OULA,CSPS OULA,,-2.328388889,13.48588889,51
NORD,YATENGA,OUAHIGOUYA,ZIGA,OULA,CSPS DE ZIGA,CSPS ZIGA,,-1.116527778,12.57072222,51
NORD,YATENGA,OUAHIGOUYA,DOUMA,TANGAYE,CSPS DE DOUMA,CSPS DOUMA,,-2.757083333,13.60669444,51
NORD,YATENGA,OUAHIGOUYA,GOUTOULA,TANGAYE,CSPS DE GOUTOULA,DISPENSAIRE GOUTOULA,,-2.579972222,13.60897222,61
NORD,YATENGA,OUAHIGOUYA,NAMISSIGUIA,TANGAYE,CSPS DE NAMISSIGUIA,CSPS NAMISSIGUIMA (DS OUAHIGOUYA),,-2.566138889,13.58913889,51
NORD,YATENGA,OUAHIGOUYA,PELLA,TANGAYE,CSPS DE PELLA,CSPS PELLA,,-2.643583333,13.62194444,51
NORD,YATENGA,OUAHIGOUYA,TANGAYE,TANGAYE,CSPS DE TANGAYE,CSPS TANGAYE,,-2.546277778,13.54072222,4
NORD,YATENGA,OUAHIGOUYA,TOUGUE,TANGAYE,CSPS DE TOUGUE,DISPENSAIRE TOUGUE,,-2.669666667,13.52561111,51
NORD,YATENGA,OUAHIGOUYA,TOUYA,TANGAYE,CSPS DE TOUYA,DISPENSAIRE TOUYA,,-2.617722222,13.64547222,51
NORD,YATENGA,OUAHIGOUYA,BIRGOMDOGO,THION,CSPS DE BIRGOMDOGO,CSPS BIRGONDOGO,,-2.858527778,13.6305,51
NORD,YATENGA,OUAHIGOUYA,DENEAN,THIOU,CSPS DE DENEAN,CSPS DENEAN,,-2.814722222,13.68527778,61
NORD,YATENGA,OUAHIGOUYA,KALO,THIOU,CSPS DE KALO,CSPS KALO,,-2.67575,13.72866667,51
NORD,YATENGA,OUAHIGOUYA,SIM,THIOU,CSPS DE SIM,CSPS SIM,,-2.581722222,13.79555556,51
NORD,YATENGA,OUAHIGOUYA,THIOU,THIOU,CSPS DE THIOU,CM THIOU,,-2.659166667,13.80322222,4
NORD,YATENGA,OUAHIGOUYA,NINGA,ZOGORE,CSPS DE NINGA,CSPS NINGA,,-2.513194444,13.41841667,51
NORD,YATENGA,OUAHIGOUYA,ZOGORE,ZOGORE,CSPS DE ZOGORE,CSPS ZOGORÉ,,-2.593611111,13.40211111,51
NORD,YATENGA,SEGUENEGA,BEMA,KALSAKA,CSPS DE BEMA,CSPS BEMA ,,-2.034222222,13.11013889,51
NORD,YATENGA,SEGUENEGA,BERENGA,KALSAKA,CSPS DE BERENGA,CSPS BERENGA,,-2.123666667,13.10644444,51
NORD,YATENGA,SEGUENEGA,GOUNGRE,KALSAKA,CSPS DE GOUNGRE,CSPS GOUNGRÉ,,-1.914194444,13.1855,51
NORD,YATENGA,SEGUENEGA,RONDO,KALSAKA,CSPS DE RONDO,CSPS RONDO,,-1.939944444,13.237,51
NORD,YATENGA,SEGUENEGA,KOSSOUKA,KOSSOUKA,CSPS DE KOSSOUKA,CSPS KOSSOUKA,,-1.899361111,13.37033333,51
NORD,YATENGA,SEGUENEGA,KONDE TANGAYE,RAMBA,CSPS  KONDE TANGAYE,CSPS KONDÉ TANGAYE,,-1.806972222,13.18847222,61
NORD,YATENGA,SEGUENEGA,IRIM,RAMBO,CSPS DE IRIM,CSPS IRIM,,-1.771694444,13.25452778,51
NORD,YATENGA,SEGUENEGA,POURA,RAMBO,CSPS DE POURA,CM POURA,,-1.792083333,13.13908333,51
NORD,YATENGA,SEGUENEGA,RAMBO,RAMBO,CSPS DE RAMBO,CSPS RAMBO,,-2.114222222,13.61055556,51
NORD,YATENGA,SEGUENEGA,,SEGUENEGA,CMA DE SEGUENEGA,CMA SÉGUÉNÉGA,,-1.968472222,13.43730556,3
NORD,YATENGA,SEGUENEGA,GAMBO,SEGUENEGA,CSPS DE GAMBO,CSPS GAMBO,,-2.014611111,13.33516667,51
NORD,YATENGA,SEGUENEGA,GOUBRE,SEGUENEGA,CSPS DE GOUBRE,CSPS GOUBRÉ,,-2.046972222,13.42633333,51
NORD,YATENGA,SEGUENEGA,RAMSA,SEGUENEGA,CSPS DE RAMSA,CSPS RAMSA,,-2.102527778,13.49111111,51
NORD,YATENGA,SEGUENEGA,,SEGUENEGA,CSPS DE SEGUENEGA,CSPS SÉGUÉNÉGA,,-1.968333333,13.43675,51
NORD,YATENGA,SEGUENEGA,ZOMKALGA,SEGUENEGA,CSPS DE ZOMKALGA,CSPS ZOMKALGA  (DS SEGUENEGA),,-1.876027778,13.45883333,51
NORD,ZANDOMA,GOURCY,BASSI,BASSI,CSPS DE BASSI,CSPS BASSI,,-2.240361111,13.32519444,51
NORD,ZANDOMA,GOURCY,GUIRI-GUIRI,BASSI,CSPS DE GUIRI-GUIRI,CSPS GUIRI GUIRI,,-2.205666667,13.24466667,51
NORD,ZANDOMA,GOURCY,KERA DOURE,BASSI,CSPS DE KERA DOURE,CSPS KERA DOURÉ,,-2.144222222,13.33438889,51
NORD,ZANDOMA,GOURCY,KENEHO,BASSI,CSPS DE NENEKO,CSPS KENEKO,,-2.262944444,13.29413889,51
NORD,ZANDOMA,GOURCY,TOUGOUYA-KOKO,BASSI,CSPS DE TOUGOUYA-KOKO,CSPS TOUGOUYA KOKO,,-2.188527778,13.329,51
NORD,ZANDOMA,GOURCY,BOUSSOU,BOUSSOU,CSPS DE BOUSSOU,CSPS BOUSSOU,,-2.563944444,13.02638889,51
NORD,ZANDOMA,GOURCY,TAMOUNOUMA,BOUSSOU,CSPS DE TAMOUNOUMA,CSPS TAMOUNOUMA,,-2.498555556,13.04886111,51
NORD,ZANDOMA,GOURCY,SECTEUR 3,GOURCY,CM DE GOURCY,CMA GOURCY,,-2.352305556,13.20633333,3
NORD,ZANDOMA,GOURCY,BANGASSE,GOURCY,CSPS DE BANGASSE,CSPS BANGASSÉ,,-2.595361111,13.10472222,51
